9(asz)	𒐇
9(bur3)	𒐔
9(disz)	𒐎
9(gesz2)	𒐝
9(iku)	𒐇
9(u)	𒐔
A	𒀀
A2	𒀉
AB	𒀊
AD	𒀜
AG	𒀝
AH	𒄴
AK	𒀝
AL	𒀠
AM	𒄠
AN	𒀭
AR	𒅈
ARAD	𒀴
ARAD2	𒀵
AS,	𒊍
AS2	𒀾
ASZ	𒀸
AZ	𒊍
BA	𒁀
BAD	𒁁
BAR	𒁇
BE	𒁁
BI	𒁉
BU	𒁍
BUR	𒁓
DA	𒁕
DAM	𒁮
DI	𒁲
DIM	𒁴
DIN	𒁷
DISZ	𒁹
DU	𒁺
DU10	𒄭
DUL3	𒊨
E	𒂊
EDIN	𒂔
EH	𒄴
EK	𒅅
EL	𒂖
ER	𒅕
GA	𒂵
GAG	𒆕
GAL	𒃲
GAN2	𒃷
GAR	𒃻
GAZ	𒄤
GESZ	𒄑
GI	𒄀
GIR	𒄫
GIR2	𒄈
GU	𒄖
HA	𒄩
HAR	𒄯
HI	𒄭
HU	𒄷
I	𒄿
IA	𒅀
IB	𒅁
ID	𒀉
IG	𒅅
IH	𒄴
IK	𒅅
IL	𒀧
IL2	𒅍
IM	𒅎
IN	𒅔
IR	𒅕
IRI	𒅕
ISZ	𒅖
IZ	𒄑
KA	𒅗
KAB	𒆏
KAM	𒄭𒁁
KI	𒆠
KIB	𒄒
KU	𒆪
KUM	𒄣
KUR	𒆳
Ku	𒆪
LA	𒆷
LAM	𒇴
LE	𒇷
LI	𒇷
LU	𒇻
LU2	𒇽
LUM	𒈝
MA	𒈠
ME	𒈨
MI	𒈪
NA	𒈾
NAM	𒉆
NE	𒉈
NI	𒉌
NIG2	𒃻
NIM	𒉏
NIN	𒊩𒌆
NU	𒉡
NUN	𒉣
PA	𒉺
PI	𒉿
PU3	𒅤
RA	𒊏
RI	𒊑
RU	𒊒
Ra	𒊏
S,I	𒍢
SA	𒊓
SAG	𒊕
SAR	𒊬
SIG	𒋝
SIG7	𒅊
SIPA	𒉺𒇻
SU	𒋢
SUM	𒋧
SZA	𒊭
SZE	𒊺
SZE3	𒂠
SZESZ	𒋀
SZI	𒅆
SZIM	𒋆
SZIR	𒋓
SZU	𒋗
TA	𒋫
TAB	𒑊
TAM	𒌓
TAR	𒋻
TE	𒋼
TI	𒋾
TIM	𒁴
TU	𒌅
TUG2	𒌆
TUL2	𒇥
TUM	𒌈
TUR	𒌉
U2	𒌑
U3	𒅇
U4	𒌓
UB	𒌒
UD	𒌓
UG	𒊌
UGU	𒌋𒅗
UH	𒄴
UH2	𒌓𒆵
UH3	𒆵
UK	𒊌
UL	𒌌
UM	𒌝
UR	𒌨
USZ	𒍑
UTU	𒌓
UZ	𒊻
WA	𒁀
WE	𒉿
WI	𒉿
ZA	𒍝
ZE	𒍣
ZI	𒍣
ZI2	𒍢
ZU	𒍪
ZUM	𒍮
a	𒀀
a'	𒀀
a2	𒀉
a3	𒉿
ab	𒀊
ab2	𒀖
abul	𒆍𒃲
abzu	𒍪𒀊
ad	𒀜
adab	𒌓𒉣
ag	𒀝
ag2	𒉘
aga	𒂆
agrig	𒅆𒁾
ah	𒄴
ak	𒀝
akszak	𒌔
al	𒀠
alam	𒀩
alamusz	𒋭
alan	𒀩
alim	𒄍
am	𒄠
am3	𒀀𒀭
ama	𒂼
amar	𒀫
an	𒀭
ansze	𒄏
ap	𒀊
ap2	𒀖
apin	𒀳
aq	𒀝
ar	𒅈
ar3	𒄯
as	𒊍
as,	𒊍
as,2	𒀾
as2	𒀾
asal	𒍂
asal2	𒀷
asar	𒍂
asz	𒀸
asz2	𒀾
asza5	𒃷
aszgab	𒀿
asznan	𒊺𒌁
at	𒀜
at,	𒀜
az	𒊍
az2	𒀾
az3	𒀸
azlag2	𒌆
ba	𒁀
ba2	𒉺
ba4	𒀀𒀭𒂷
ba6	𒁀𒌑
babbar	𒌓
babila	𒆍𒀭
babila2	𒆍𒀭𒊏
bad3	𒂦
bal	𒁄
bala	𒁄
ban	𒉼
ban2	𒑏
ban3	𒌉
banda3	𒌉
banesz	𒑑
banszur	𒍎
bappir	𒋋
bar	𒁇
bara2	𒁁
barig	𒁹
bat	𒁁
be	𒁁
be2	𒁉
be4	𒁀
bi	𒁉
bi2	𒉈
bi3	𒉿
bi4	𒁁
bil	𒉈
bil2	𒉋
bir2	𒌓
bir4	𒂔
bisz	𒄫
bu	𒁍
bum	𒅤
bun2	𒅮
bur	𒁓
bur'u	𒐴
bur3	𒌋
buranun	𒌓𒄒𒉣
buru14	𒂘
d	𒀭
da	𒁕
da2	𒋫
da3	𒆕
dab	𒁳
dab5	𒆪
dabin	𒂠𒊺
dag	𒁖
dagal	𒂼
dah	𒈭
dal	𒊑
dam	𒁮
dam2	𒌓
dan	𒄨
daq	𒁖
dar	𒁯
dar2	𒅁
dasz	𒌨
de	𒁲
de2	𒌣
de3	𒉈
de4	𒋼
de8	𒊹
de9	𒋾
di	𒁲
di12	𒋼
di2	𒊹
di3	𒋾
di8	𒌣
dib	𒁳
dida	𒁉𒌑𒊓
didli	𒐀
dil	𒀸
dilmun	𒉌𒌇
dim	𒁴
dim2	𒁶
dim4	𒉽𒉽
din	𒁷
dingir	𒀭
diri	𒋛𒀀
dirig	𒋛𒀀
disz	𒁹
disz@t	𒃵
du	𒁺
du10	𒄭
du11	𒅗
du2	𒌅
du3	𒆕
du5	𒂅
du6	𒇯
du7	𒌌
du8	𒂃
dub	𒁾
dug	𒂁
dug3	𒄭
duh	𒂃
dul3	𒊨
dul5	𒌆
dum	𒌈
dumu	𒌉
dur	𒄙
dur4	𒄒
duru5	𒀀
dusu	𒅍
dusu2	𒀲𒅇
e	𒂊
e2	𒂍
e3	𒌓𒁺
ea	𒀀
eb	𒅁
ed	𒀉
edin	𒂔
eg	𒅅
egir	𒂕
eh	𒄴
ek	𒅅
el	𒂖
el2	𒅋
el3	𒀭
elam	𒉏
em	𒅎
eme	𒅴
eme6	𒀲𒊩
en	𒂗
en6	𒅔
engar	𒀳
enku	𒍠𒄩
ensi2	𒑐𒋼𒋛
ep	𒅁
eq	𒅅
er	𒅕
er2	𒀀𒅆
er3	𒀴
eren2	𒂟
eresz2	𒉀
eri	𒅕
eri11	𒀕
erim	𒂟
erin	𒂞
erin2	𒂟
erisz	𒊩𒈠
es	𒄑
es,	𒄑
esir	𒀀𒇒
esz	𒌍
esz15	𒅖
esz18	𒀹
esz2	𒂠
esz3	𒀊
esz4	𒁹
esza	𒀀𒌁
esze3	𒑘
et	𒀉
et,	𒀉
ez	𒄑
ezem	𒂡
ga	𒂵
ga2	𒂷
gab	𒃮
gaba	𒃮
gada	𒃰
gag	𒆕
gakkul	𒌋𒁵
gal	𒃲
gal2	𒅅
gala	𒃲
gam	𒑲
gam2	𒄰
gan	𒃶
gan2	𒃷
ganba	𒆠𒇴
gar	𒃻
gar3	𒃼
gaz	𒄤
ge	𒄀
ge5	𒆠
ge6	𒈪
geme	𒊩
geme2	𒊩𒆳
gesz	𒄑
gesz'u	𒐞
gesz2	𒁹
geszimmar	𒊷
gesztin	𒃾
gesztu2	𒄑𒌆𒉿
gi	𒄀
gi2	𒆤
gi4	𒄄
gi5	𒆠
gi6	𒈪
gi7	𒂠
gibil	𒉋
gid2	𒁍
gidri	𒉺
gig	𒈪𒉭
gigir	𒇀
gim	𒁶
gin	𒁺
gin2	𒂅
gin3	𒆳
gin7	𒁶
gir	𒄫
gir14	𒄩
gir2	𒄈
gir3	𒄊
gir8	𒆸
giri17	𒅗
giri3	𒄊
gissu	𒄑𒈪
gisz	𒄑
gu	𒄖
gu2	𒄘
gu4	𒄞
gu5	𒆪
gu7	𒅥
gub	𒁺
gud	𒄞
gudu4	𒄴𒈨
gug	𒍝𒄢
gul	𒄢
gum2	𒈝
gur	𒄥
gur10	𒆥
gur11	𒂵
gur16	𒆳
gur8	𒋽
guru7	𒄦
gurusz	𒄨
ha	𒄩
had2	𒌓
hal	𒄬
har	𒄯
he	𒄭
he2	𒃶
hi	𒄭
hi@v	𒄭
hu	𒄷
hub2	𒄸
hun	𒂠
hur	𒄯
huz	𒈝
i	𒄿
i2	𒐊
i3	𒉌
i7	𒀀𒇉
ia	𒅀
ia2	𒐊
ia3	𒉌
ib	𒅁
ib2	𒌈
ibila	𒌉𒍑
id	𒀉
id2	𒀀𒇉
idigna	𒈦𒄘𒃼
idim	𒁁
ig	𒅅
igi	𒅆
ih	𒄴
ii	𒅀
ik	𒅅
iku	𒃷
il	𒀧
il2	𒅍
il3	𒀭
il5	𒂖
ili5	𒂖
illat	𒆜𒆳
im	𒅎
imin	𒑂
imma3	𒅊
in	𒅔
in4	𒂗
ina	𒀸
inanna	𒈹
inim	𒅗
ip	𒅁
iq	𒅅
ir	𒅕
ir3	𒀴
iri	𒅕
is	𒄑
is,	𒄑
is2	𒅖
is3	𒀊
is4	𒀾
isz	𒅖
isz2	𒆜
isz3	𒌍
isz7	𒀊
isz8	𒀹
iszkur	𒅎
isztaran	𒅗𒁲
it	𒀉
it,	𒀉
iti	𒌚
itu	𒌗
iu	𒅀
iz	𒄑
ka	𒅗
ka2	𒆍
ka3	𒂵
ka9	𒋃
kab	𒆏
kak	𒆕
kal	𒄨
kal2	𒃲
kalag	𒄨
kalam	𒌦
kam	𒄭𒁁
kan	𒃶
kan2	𒃷
kap	𒆏
kar	𒋼𒀀
kar2	𒃸
kar3	𒃼
kas4	𒁽
kaskal	𒆜
kasz	𒁉
ke	𒆠
ke2	𒄀
ke4	𒆤
kesz2	𒂡
kesz3	𒋙𒀭𒄲
ki	𒆠
ki2	𒄀
ki3	𒀝
ki5	𒁶
kid	𒆤
kikken2	𒄯𒄯
kilib	𒆸
kin	𒆥
kir	𒄫
kiri6	𒊬
kis2	𒄑
kislah	𒆠𒌓
kisz	𒆧
kiszib	𒈩
kiszib3	𒁾
ku	𒆪
ku13	𒄣
ku2	𒅥
ku3	𒆬
ku4	𒆮
ku5	𒋻
ku6	𒄩
kul	𒆰
kul2	𒄢
kum	𒄣
kun	𒆲
kup4	𒆤
kur	𒆳
kur2	𒉽
kurun2	𒁷
kuruszda	𒆯
kusz	𒋢
kusz3	𒌑
la	𒆷
la2	𒇲
la5	𒇳
lagasz	𒋓𒁓𒆷
lah	𒌓
lah4	𒁻
lah5	𒁺𒁺
lah6	𒁺
lal2	𒇳
lal3	𒋭
lam	𒇴
lam2	𒉈
lam5	𒅆
lamma	𒄨
larsa	𒌓𒀕
le	𒇷
le2	𒉌
lem	𒅆
li	𒇷
li2	𒉌
li3	𒅆
libir	𒅆𒂠
lik	𒌨
lil2	𒆤
lim	𒅆
lim3	𒇴
limmu2	𒇹
liq	𒌨
lu	𒇻
lu2	𒇽
lu4	𒈝
lugal	𒈗
luh	𒈛
lukur	𒊩𒈨
lum	𒈝
lum2	𒅆
ma	𒈠
ma2	𒈣
mah	𒈤
mal	𒂷
man	𒌋𒌋
mar	𒈥
mar2	𒀫
marduk	𒀫𒌓
mas	𒈦
masz	𒈦
masz2	𒈧
maszkim	𒑐𒁽
maszkim3	𒑐𒁺
me	𒈨
me2	𒈪
mesz	𒈨𒌍
mi	𒈪
mi2	𒊩
mi3	𒈨
mil	𒅖
mu	𒈬
mug	𒈮
muhaldim	𒈬
mun	𒁵
munu4	𒉽𒉽
munus	𒊩
mur	𒄯
musz	𒈲
musz5	𒋀
muszen	𒄷
na	𒈾
na2	𒈿
na4	𒉌𒌓
nag2	𒉀
nagar	𒉄
nagga	𒀭𒈾
nam	𒉆
nam3	𒉏
nanna	𒌶𒆠
nansze	𒀏
nar	𒈜
ne	𒉈
ne2	𒉌
ne3	𒄊
nergal	𒄊𒀕𒃲
ni	𒉌
ni3	𒃻
ni7	𒉏
nibru	𒂗𒆤
nidaba	𒊺𒉀
nidba2	𒉻𒈹
nig2	𒃻
nigar	𒌋𒌓𒆤
nigin3	𒌋𒌓𒆤
nigin6	𒀒
nim	𒉏
nimgir	𒂆
nin	𒊩𒌆
nina	𒀏
ninda	𒃻
nir	𒉪
nirah	𒈲
nis	𒌋𒌋
nita	𒍑
nita2	𒀴
nu	𒉡
nu2	𒈿
num	𒉏
num2	𒈝
numun	𒆰
nun	𒉣
nunuz	𒉭
pa	𒉺
pa12	𒉿
pa2	𒁀
pa3	𒅆𒊒
pa4	𒉽
pa5	𒉽𒂊
pal	𒁄
par	𒌓
par2	𒁇
pe	𒉿
pe2	𒁉
pe3	𒁁
pesz	𒄫
pesz2	𒉾
pi	𒉿
pi2	𒁉
pi3	𒁁
pi4	𒅗
pil	𒉈
pil2	𒉋
pir	𒌓
pirig	𒄊
pisan	𒂷
pisz	𒄫
pu	𒁍
pur	𒁓
puzur	𒌋
puzur2	𒌋𒌋
puzur4	𒅤𒊭
qa	𒋡
qa2	𒂵
qa3	𒅗
qal	𒃲
qal4	𒄨
qam2	𒄰
qar	𒃼
qar3	𒃻
qe	𒆥
qe2	𒆠
qe3	𒄀
qer	𒄫
qi	𒆥
qi2	𒆠
qi3	𒄀
qi4	𒄄
qir	𒄫
qu	𒄣
qu2	𒆪
qu3	𒄖
qul	𒆰
qul2	𒄢
qum	𒄣
qur	𒄥
qur2	𒆳
ra	𒊏
ra2	𒁺
ram	𒉘
rasz	𒆜
re	𒊑
ri	𒊑
ri2	𒌷
rik	𒋆
rim	𒆸
rim5	𒀸
ru	𒊒
ru3	𒀸
rum	𒀸
ruq	𒊿
s,a	𒍝
s,a3	𒀭
s,ar	𒇡
s,e	𒍢
s,e2	𒍣
s,i	𒍢
s,i2	𒍣
s,il2	𒈪
s,ir	𒈲
s,u	𒍮
s,u2	𒍪
s,um	𒍮
s,ur	𒀫
s,ur2	𒈲
sa	𒊓
sa10	𒉚
sa12	𒊕
sa2	𒁲
sa3	𒍝
sa6	𒊷
sag	𒊕
sag10	𒅆𒂟
sag11	𒆥
saga	𒊕
sahar	𒅖
sak	𒊕
sal	𒊩
sal2	𒁲
sanga	𒋃
sar	𒊬
se	𒋛
se2	𒍣
se3	𒋧
si	𒋛
si2	𒍣
si3	𒋧
si4	𒋜
sig	𒋝
sig17	𒄀
sig2	𒋠
sig4	𒋞
sig5	𒅆𒂟
siki	𒋠
sikil	𒂖
sila	𒋻
sila3	𒋡
sila4	𒃢
silig	𒍂
silim	𒁲
sim	𒉆
simug	𒌣
sin	𒌍
sin2	𒉆
sipa	𒉺𒇻
sipad	𒉺𒇻
sir2	𒁍
sir3	𒂡
siskur2	𒀬𒀬
su	𒋢
su2	𒍪
su3	𒋤
su7	𒇭
suen	𒂗𒍪
sukkal	𒈛
sum	𒋧
sum2	𒍮
sun2	𒄢
sur	𒋩
sza	𒊭
sza13	𒊹
sza2	𒃻
sza3	𒊮
szabra	𒑐𒀠
szagina	𒄊𒀴
szah	𒋚
szah2	𒂄
szakkan2	𒄊
szal	𒊩
szal2	𒋡
szam	𒌑
szam3	𒉓
szandana	𒃲𒉌
szar	𒊬
szar2	𒊹
szara2	𒇋
szat	𒆳
sze	𒊺
sze2	𒋛
sze20	𒂠
sze3	𒂠
szen	𒊿
szennur	𒄒
szesz	𒋀
szi	𒅆
szi2	𒋛
szi3	𒋝
szid	𒋃
szim	𒋆
szinig	𒋒
szitim	𒁶
szu	𒋗
szu2	𒋙
szu3	𒂠
szub	𒊒
szubur	𒋚
szuku	𒉻
szul	𒂄
szum	𒋳
szum2	𒋧
szur	𒋩
szur2	𒊨
szur3	𒋓
szur4	𒇳𒊬
szusz3	𒅖
t,a	𒁕
t,a2	𒋫
t,a3	𒄭
t,ab6	𒄭
t,am	𒁮
t,am2	𒌓
t,ar	𒋻
t,e	𒁲
t,e2	𒊹
t,e4	𒋼
t,e6	𒋾
t,i	𒁲
t,i2	𒊹
t,i3	𒋾
t,im	𒁴
t,u	𒂅
t,u2	𒌅
t,u3	𒁺
t,ul	𒇥
t,um	𒌈
t,up	𒁾
t,ur	𒄙
t,ur4	𒄒
ta	𒋫
ta2	𒁕
ta3	𒋳
tab	𒑊
tag2	𒁖
tah	𒈭
tak	𒋳
tak2	𒁖
tak4	𒋺
taka4	𒋺
tal	𒊑
tam	𒌓
tam2	𒁮
tam3	𒁴
tam4	𒌈
tap	𒋰
taq	𒋳
taq2	𒁖
tar	𒋻
tar2	𒁯
tas	𒌨
taskarin	𒌆
tasz	𒌨
te	𒋼
te2	𒊹
te3	𒉀
te4	𒉈
te9	𒋾
tel	𒁁
tem	𒁴
ter	𒌁
tesz2	𒌨
ti	𒋾
ti2	𒊹
ti3	𒁴
ti7	𒋼
tibira	𒍏𒉄
tik	𒄘
til	𒁁
tim	𒁴
tim2	𒋻
tir	𒌁
tiszpak	𒈽
tu	𒌅
tu2	𒌓
tu3	𒁺
tug	𒌇
tug2	𒌆
tukul	𒆪
tul	𒌋𒌆
tul2	𒇥
tum	𒌈
tum8	𒁴
tun3	𒂅
tup	𒁾
tur	𒌉
tur2	𒄙
tur3	𒉣𒇬
tur4	𒄒
u	𒌋
u2	𒌑
u3	𒅇
u4	𒌓
u8	𒇇
u9	𒂦
ub	𒌒
ubi2	𒋦
ud	𒌓
ud5	𒍚
udru	𒀾
udu	𒇻
ug	𒊌
ug2	𒄊
ug3	𒌦
ugula	𒉺
uh	𒄴
uh2	𒌓𒆵
uh3	𒆵
uk	𒊌
ukken	𒌺
ul	𒌌
um	𒌝
umbin	𒌢
umma	𒄑𒆵
un	𒌦
unken	𒌺
unu	𒀕
unug	𒀕
up	𒌒
uq	𒊌
ur	𒌨
ur2	𒌫
ur3	𒃡
ur4	𒌴
ur5	𒄯
urasz	𒅁
uri2	𒋀𒀕
uri5	𒋀𒀊
urta	𒅁
uru	𒌷
uru4	𒀳
uruda	𒍏
urudu	𒍏
us	𒊻
us,	𒊻
us,2	𒍑
us,4	𒊍
us2	𒍑
usa	𒐍
usan3	𒉮
usz	𒍑
usz10	𒊻
usz2	𒁁
ut	𒌓
ut,	𒌓
utu	𒌓
uz	𒊻
uz2	𒍑
uz4	𒊍
uzu	𒍜
wa	𒁀
wa2	𒁀
war	𒁇
we	𒉿
wi	𒉿
wil	𒅖
wu	𒉿
yi	𒉿
za	𒍝
za3	𒍠
zabala4	𒈹𒍝𒀕
zabar	𒌓𒅗𒈦
zadim	𒈯
zal	𒉌
zalag2	𒂟
zar	𒇡
ze	𒍣
ze2	𒍢
zi	𒍣
zi2	𒍢
zi3	𒂠
zib	𒍦
zid2	𒂠
zimbir	𒌓𒄒𒉣
zir3	𒈲
ziz2	𒀾
zu	𒍪
zu2	𒅗
zum	𒍮
zur	𒀫
